genome_id,fasta_path,abundance
bacteroides_fragilis,/Users/timrozday/Documents/synthetic-metagenomic-benchmark-pipeline/examples/subspecies_v4_sweep/references/16S/bacteroides_fragilis.ssu.fasta,1
bacteroides_thetaiotaomicron,/Users/timrozday/Documents/synthetic-metagenomic-benchmark-pipeline/examples/subspecies_v4_sweep/references/16S/bacteroides_thetaiotaomicron.ssu.fasta,1
bacteroides_vulgatus,/Users/timrozday/Documents/synthetic-metagenomic-benchmark-pipeline/examples/subspecies_v4_sweep/references/16S/bacteroides_vulgatus.ssu.fasta,1
clostridium_bolteae,/Users/timrozday/Documents/synthetic-metagenomic-benchmark-pipeline/examples/subspecies_v4_sweep/references/16S/clostridium_bolteae.ssu.fasta,1
clostridium_perfringens,/Users/timrozday/Documents/synthetic-metagenomic-benchmark-pipeline/examples/subspecies_v4_sweep/references/16S/clostridium_perfringens.ssu.fasta,1
clostridium_ramosum,/Users/timrozday/Documents/synthetic-metagenomic-benchmark-pipeline/examples/subspecies_v4_sweep/references/16S/clostridium_ramosum.ssu.fasta,1
clostridium_saccharolyticum,/Users/timrozday/Documents/synthetic-metagenomic-benchmark-pipeline/examples/subspecies_v4_sweep/references/16S/clostridium_saccharolyticum.ssu.fasta,1
collinsella_aerofaciens,/Users/timrozday/Documents/synthetic-metagenomic-benchmark-pipeline/examples/subspecies_v4_sweep/references/16S/collinsella_aerofaciens.ssu.fasta,1
coprococcus_comes,/Users/timrozday/Documents/synthetic-metagenomic-benchmark-pipeline/examples/subspecies_v4_sweep/references/16S/coprococcus_comes.ssu.fasta,1
dorea_formicigenerans,/Users/timrozday/Documents/synthetic-metagenomic-benchmark-pipeline/examples/subspecies_v4_sweep/references/16S/dorea_formicigenerans.ssu.fasta,1
eggerthella_lenta,/Users/timrozday/Documents/synthetic-metagenomic-benchmark-pipeline/examples/subspecies_v4_sweep/references/16S/eggerthella_lenta.ssu.fasta,1
eubacterium_rectale,/Users/timrozday/Documents/synthetic-metagenomic-benchmark-pipeline/examples/subspecies_v4_sweep/references/16S/eubacterium_rectale.ssu.fasta,1
fusobacterium_nucleatum,/Users/timrozday/Documents/synthetic-metagenomic-benchmark-pipeline/examples/subspecies_v4_sweep/references/16S/fusobacterium_nucleatum.ssu.fasta,1
methanobrevibacter_smithii,/Users/timrozday/Documents/synthetic-metagenomic-benchmark-pipeline/examples/subspecies_v4_sweep/references/16S/methanobrevibacter_smithii.ssu.fasta,1
parabacteroides_merdae,/Users/timrozday/Documents/synthetic-metagenomic-benchmark-pipeline/examples/subspecies_v4_sweep/references/16S/parabacteroides_merdae.ssu.fasta,1
roseburia_intestinalis,/Users/timrozday/Documents/synthetic-metagenomic-benchmark-pipeline/examples/subspecies_v4_sweep/references/16S/roseburia_intestinalis.ssu.fasta,1
ruminococcus_gnavus,/Users/timrozday/Documents/synthetic-metagenomic-benchmark-pipeline/examples/subspecies_v4_sweep/references/16S/ruminococcus_gnavus.ssu.fasta,1
streptococcus_parasanguinis,/Users/timrozday/Documents/synthetic-metagenomic-benchmark-pipeline/examples/subspecies_v4_sweep/references/16S/streptococcus_parasanguinis.ssu.fasta,1
streptococcus_salivarius,/Users/timrozday/Documents/synthetic-metagenomic-benchmark-pipeline/examples/subspecies_v4_sweep/references/16S/streptococcus_salivarius.ssu.fasta,1
bacteroides_uniformis,/Users/timrozday/Documents/synthetic-metagenomic-benchmark-pipeline/examples/subspecies_v4_sweep/references/16S/bacteroides_uniformis.ssu.fasta,0.002178
bacteroides_uniformis_strain2,/Users/timrozday/Documents/synthetic-metagenomic-benchmark-pipeline/examples/subspecies_v4_sweep/references/16S/bacteroides_uniformis_strain2.ssu.fasta,0.997822
